ID,Datetime,A,B,C,D,E,F,G,H
3085,2013-03-13,410067,285976,53491,79741,251025,40936,,200667
3086,2013-03-14,411511,283578,52244,79293,275192,41844,,200034
3087,2013-03-15,382922,275986,48856,72886,264255,39993,,193649
3088,2013-03-16,331986,256085,42632,63916,225056,35963,,178143
3089,2013-03-17,344635,244358,44132,68889,249219,35390,,171752
3090,2013-03-18,402737,283062,50831,75885,293828,41007,,201896
3091,2013-03-19,393494,292471,51480,75341,258037,40831,,204109
3092,2013-03-20,400996,295286,52723,78265,254351,42334,,204611
3093,2013-03-21,430029,286179,54593,81833,283097,43408,,210034
3094,2013-03-22,410401,273227,50918,77209,286790,42246,,200674
3095,2013-03-23,357112,243675,43505,67771,255381,37496,,177145
3096,2013-03-24,367541,240072,45259,70600,269895,36833,,174311
3097,2013-03-25,417754,275015,51745,79070,294120,40456,,197929
3098,2013-03-26,412198,269731,50761,77713,277157,40350,,195743
3099,2013-03-27,403019,266742,50318,76373,268938,40562,,193911
3100,2013-03-28,387508,259515,48180,72328,266755,40265,,189553
3101,2013-03-29,352293,238748,42967,66985,248398,37586,,167659
3102,2013-03-30,320078,223816,39001,60813,228410,35551,,155462
3103,2013-03-31,300953,207384,36350,57232,221879,34207,,147191
3104,2013-04-01,353598,254921,45847,66572,223243,38682,,179755
3105,2013-04-02,383181,264851,49053,71807,241687,40291,,193960
3106,2013-04-03,382510,263547,48657,72699,252903,40705,,190411
3107,2013-04-04,385421,259716,47440,70925,264172,40500,,189449
3108,2013-04-05,356663,252853,44929,68140,244040,38043,,181987
3109,2013-04-06,322797,233522,39722,61515,221926,34862,,165779
3110,2013-04-07,291060,209673,35845,57416,217041,32653,,149295
3111,2013-04-08,326736,246208,42033,64554,217878,36136,,174330
3112,2013-04-09,331590,254552,43526,66426,235033,37627,,173266
3113,2013-04-10,339852,265569,44832,71155,260528,39450,,177098
3114,2013-04-11,341479,267564,43664,68630,261777,38096,,181645
3115,2013-04-12,333904,263819,43891,64113,238786,36865,,181076
3116,2013-04-13,309871,238331,40072,60035,201535,33019,,166143
3117,2013-04-14,298470,220414,37428,56418,197484,31756,,155997
3118,2013-04-15,321429,245926,42149,62348,211648,35256,,171834
3119,2013-04-16,329073,248051,43179,64398,219540,36371,,173385
3120,2013-04-17,327367,262555,43507,65781,233468,36916,,172337
3121,2013-04-18,335486,262592,45031,68902,232740,39506,,175546
3122,2013-04-19,324408,266001,43479,64439,234883,37377,,171950
3123,2013-04-20,313458,236483,40751,60930,195442,33186,,161258
3124,2013-04-21,306827,221142,38263,58881,199864,32510,,154137
3125,2013-04-22,336424,245166,43450,65542,230560,36007,,174949
3126,2013-04-23,330946,250645,42688,64024,225758,36546,,174628
3127,2013-04-24,334736,254159,43456,65300,223919,37008,,176231
3128,2013-04-25,340479,252692,44912,67960,211788,36996,,181844
3129,2013-04-26,331895,246951,43228,64716,213539,36209,,176373
3130,2013-04-27,295837,215514,37236,57898,199220,32712,,152202
3131,2013-04-28,288356,204708,35157,55746,196347,31126,,147366
3132,2013-04-29,326249,240792,41989,63608,215017,35125,,172051
3133,2013-04-30,332773,257811,43523,66401,213070,35940,,173956
3134,2013-05-01,337100,276800,44868,70041,212654,36516,,177931
3135,2013-05-02,335923,245935,43972,69755,212729,36782,,176512
3136,2013-05-03,329682,246172,42915,68020,211441,35676,,171903
3137,2013-05-04,299171,219296,36325,59829,201407,32431,,146799
3138,2013-05-05,286032,205197,34158,56689,200191,31167,,141404
3139,2013-05-06,327517,240397,41790,65022,216171,36085,,168576
3140,2013-05-07,331784,249341,42638,65613,219430,36940,,174438
3141,2013-05-08,330750,255092,43194,66865,216935,37396,,174713
3142,2013-05-09,336174,252397,44135,68909,223349,38108,,176400
3143,2013-05-10,328212,242443,42824,65816,239094,37823,,173551
3144,2013-05-11,291930,218387,36580,57809,230203,32797,,149182
3145,2013-05-12,281628,204442,35459,54725,203199,30663,,145168
3146,2013-05-13,329824,241217,42766,64101,212032,36247,,173107
3147,2013-05-14,339122,263882,43830,66745,219161,37398,,174621
3148,2013-05-15,350254,286948,47755,76140,235917,38958,,180149
3149,2013-05-16,351812,274483,47565,74555,260709,40780,,180715
3150,2013-05-17,344806,253876,45975,72010,254551,39907,,174075
3151,2013-05-18,313983,238431,40954,66205,212652,36389,,157583
3152,2013-05-19,314210,251891,41120,68464,217135,36181,,161205
3153,2013-05-20,377957,324740,52921,83878,251091,44585,,208576
3154,2013-05-21,392858,313711,53660,84096,266838,49715,,220544
3155,2013-05-22,376707,287865,50291,78512,284966,48057,,212686
3156,2013-05-23,350424,247684,45056,70866,266126,42380,,186264
3157,2013-05-24,317099,239958,40716,62509,218987,36069,,168050
3158,2013-05-25,286213,214540,34434,55969,197807,32541,,146762
3159,2013-05-26,274511,202830,32792,54839,195171,31737,,136936
3160,2013-05-27,282161,204077,34611,60326,204357,31927,,138825
3161,2013-05-28,352690,257630,48365,78256,245674,37496,,178329
3162,2013-05-29,389686,291483,53053,84546,286032,44180,,205795
3163,2013-05-30,404685,321664,55418,89359,299740,48113,,220618
3164,2013-05-31,396086,296302,52264,82530,301961,49525,,215721
3165,2013-06-01,358136,260556,43904,73993,295144,46727,30445,186860
3166,2013-06-02,322070,214859,40379,70106,279267,43068,29403,167193
3167,2013-06-03,343795,243979,43325,70269,271886,40206,29710,172295
3168,2013-06-04,343827,251615,43948,68635,248924,37904,29478,169315
3169,2013-06-05,351905,253989,46780,73600,245836,41455,30962,172866
3170,2013-06-06,351130,248546,45443,74039,241571,41802,31228,174801
3171,2013-06-07,330500,245139,43304,70666,250114,38391,30239,168587
3172,2013-06-08,307471,224588,37663,64598,244188,33987,29615,152605
3173,2013-06-09,318112,225256,39374,67119,255880,36909,28746,154058
3174,2013-06-10,359229,280259,47497,74550,276649,43551,30831,187378
3175,2013-06-11,370959,304773,50997,81136,283146,42202,33364,192840
3176,2013-06-12,405410,312095,57383,91713,304980,46489,37442,202480
3177,2013-06-13,371972,280235,50845,85647,299987,43040,36304,187217
3178,2013-06-14,348521,266447,46699,75773,241338,38638,31120,177818
3179,2013-06-15,320607,247974,41698,72349,244204,36178,32010,162148
3180,2013-06-16,320230,274935,40489,70030,260034,36385,31108,163472
3181,2013-06-17,389057,326096,53461,84596,292940,44008,34695,203698
3182,2013-06-18,373844,270353,54137,82776,270306,42721,32884,194509
3183,2013-06-19,360337,269623,48820,78352,251936,40510,33549,182671
3184,2013-06-20,370778,304564,50742,81687,256012,41527,34311,189626
3185,2013-06-21,386191,311828,53562,85356,255785,44379,35323,203592
3186,2013-06-22,375137,286670,50791,84339,260731,45054,35910,205184
3187,2013-06-23,375791,296172,49402,79981,273699,48139,35183,210604
3188,2013-06-24,415797,326664,56582,88050,313265,53846,35797,239563
3189,2013-06-25,424584,324931,60807,94154,327582,53783,37749,235016
3190,2013-06-26,406688,319675,57095,88535,321823,49518,36232,219840
3191,2013-06-27,394207,349945,55508,84934,296437,47573,35463,213526
3192,2013-06-28,392103,325309,52972,85729,309452,44593,36116,202184
3193,2013-06-29,339198,254492,41500,69483,286199,40393,32989,172941
3194,2013-06-30,329658,237071,40321,68080,284865,41780,31692,166437
3195,2013-07-01,357682,266261,44562,73795,291962,45046,31995,184041
3196,2013-07-02,361548,257449,48447,77583,287457,48232,32191,193015
3197,2013-07-03,371120,256597,49999,79766,294498,51379,31713,208851
3198,2013-07-04,333450,245172,40613,64780,299305,46803,28286,180098
3199,2013-07-05,346948,293762,43228,68345,318958,48443,29204,186648
3200,2013-07-06,352238,292746,42464,67440,319641,49571,28837,187703
3201,2013-07-07,339081,308609,41884,67774,314326,45308,31709,180582
3202,2013-07-08,392510,357297,54763,85665,312260,48839,37071,214868
3203,2013-07-09,419169,369580,60117,93542,313188,48442,39589,224561
3204,2013-07-10,411994,375182,58604,93765,321930,47294,37123,221704
3205,2013-07-11,379948,317167,51827,83678,301248,43325,35154,201067
3206,2013-07-12,368333,309399,48873,77049,264576,41063,32858,195718
3207,2013-07-13,357547,299491,47083,76749,275784,42080,31466,191148
3208,2013-07-14,383395,321607,51700,84596,303008,48210,35416,207739
3209,2013-07-15,449508,385724,64389,98129,336371,56419,39383,250991
3210,2013-07-16,459310,414934,65433,99929,352220,56072,41210,257126
3211,2013-07-17,465108,432147,66877,102130,352337,55361,40985,262721
3212,2013-07-18,469009,441206,66965,103622,362829,58986,41370,268560
3213,2013-07-19,458517,443268,65264,99350,367540,58518,40170,266845
3214,2013-07-20,397608,360722,52263,88509,341557,48142,39330,207791
3215,2013-07-21,370693,318747,48025,80638,317613,45720,35809,197159
3216,2013-07-22,400869,365846,54479,84927,324233,47597,34872,204829
3217,2013-07-23,412438,332969,57525,88095,328040,47134,37261,214185
3218,2013-07-24,373846,279637,48731,76676,317158,42041,33269,189332
3219,2013-07-25,361742,286634,46740,73361,275294,40259,32954,183334
3220,2013-07-26,363781,279735,48185,75756,275371,41806,33032,189785
3221,2013-07-27,331705,232689,41213,68150,267381,37681,31007,166450
3222,2013-07-28,308938,211096,36527,61241,275568,37338,29225,152410
3223,2013-07-29,347501,260815,45376,71797,285428,40241,31440,176604
3224,2013-07-30,363298,268620,47793,74163,280459,41041,31204,185177
3225,2013-07-31,359082,278758,47922,75780,271561,42369,30664,193565
3226,2013-08-01,376940,288762,50239,80574,278679,44864,33197,198745
3227,2013-08-02,360631,303230,48645,77590,290374,42503,33034,183256
3228,2013-08-03,333533,277639,45010,73625,267921,39398,33673,173549
3229,2013-08-04,316946,245133,40285,67567,257582,35928,32260,156424
3230,2013-08-05,353852,269694,47624,74599,263152,40228,32765,177930
3231,2013-08-06,375740,310735,50536,80250,253124,42536,34427,189583
3232,2013-08-07,391655,357733,55759,87300,287106,44488,35208,200232
3233,2013-08-08,395820,310963,56516,89841,308727,48938,36653,213574
3234,2013-08-09,389990,307324,52804,85533,333797,47801,36379,202344
3235,2013-08-10,359166,289729,48811,80526,298350,41576,34687,175288
3236,2013-08-11,347698,264727,47688,81531,281013,41097,35707,171721
3237,2013-08-12,397201,323760,55180,87610,317702,48301,35762,201049
3238,2013-08-13,376618,283282,51702,82941,317973,45963,34156,192069
3239,2013-08-14,335083,266389,43866,69291,260459,38181,29729,175744
3240,2013-08-15,334734,266921,43962,68544,238271,38630,29675,177548
3241,2013-08-16,338127,280483,44669,70555,238236,39747,30781,178040
3242,2013-08-17,313327,265133,41074,68676,230600,37195,30939,163295
3243,2013-08-18,305123,261195,41633,70784,231170,36322,30483,160642
3244,2013-08-19,369563,315212,51834,83093,242442,42505,34266,199055
3245,2013-08-20,388603,346304,53756,86393,277910,43690,35019,208615
3246,2013-08-21,389375,370187,54856,88372,300436,46252,34151,219341
3247,2013-08-22,389293,328342,52992,88203,309602,47912,36233,219117
3248,2013-08-23,384609,310011,53093,85177,273227,45681,35694,212154
3249,2013-08-24,341794,292107,45436,78839,245138,39962,34481,176722
3250,2013-08-25,336099,311562,45868,77838,240427,40130,33446,177258
3251,2013-08-26,393008,377106,56430,89490,265003,47525,36191,220591
3252,2013-08-27,411495,415628,60185,95949,295762,49223,37553,227566
3253,2013-08-28,424870,385552,63863,100271,289787,48542,39781,223624
3254,2013-08-29,417449,368003,58108,95889,293100,50155,39666,230608
3255,2013-08-30,411917,379446,57660,92092,289553,50707,38550,227049
3256,2013-08-31,368219,292658,50377,85240,288740,47472,36616,203651
3257,2013-09-01,346066,290758,46301,75925,293318,43251,33579,186190
3258,2013-09-02,352541,267805,46333,82163,302339,45155,35068,178731
3259,2013-09-03,356212,276241,46392,75184,302666,41876,33210,177125
3260,2013-09-04,351674,293803,48397,76070,272595,40456,31626,186412
3261,2013-09-05,360979,294011,49874,81462,278578,41160,32518,187769
3262,2013-09-06,344103,300104,45912,75560,253302,38020,33018,178581
3263,2013-09-07,327081,306561,42853,73579,233065,35119,32693,166987
3264,2013-09-08,335826,285537,46958,81777,261358,38453,34712,166662
3265,2013-09-09,395840,372696,57118,94666,273584,43377,37814,190836
3266,2013-09-10,440731,419034,64712,100798,307033,52312,37390,243012
3267,2013-09-11,424010,387452,63116,97923,321773,52718,34744,249265
3268,2013-09-12,391291,331002,54335,88785,313506,47223,32478,210500
3269,2013-09-13,331630,259454,42231,68383,272331,39003,28881,173399
3270,2013-09-14,286542,227411,36148,58689,214696,33643,25795,151259
3271,2013-09-15,281616,216151,35229,58604,213194,33237,26607,145623
3272,2013-09-16,328145,245834,43328,68536,237425,38831,28356,174024
3273,2013-09-17,329805,251227,43583,68112,224415,37612,28941,174263
3274,2013-09-18,333542,271977,46097,71166,220417,38788,26946,175340
3275,2013-09-19,347345,311227,48723,76620,228215,41197,28767,184077
3276,2013-09-20,364116,294667,51780,81775,235767,42758,32003,196947
3277,2013-09-21,312108,230015,41009,67232,222663,37569,28324,165201
3278,2013-09-22,279446,211737,35312,58392,217421,33109,25983,145447
3279,2013-09-23,321569,246083,42353,64988,215721,35786,27596,170329
3280,2013-09-24,326566,252611,43352,65729,219979,36230,28674,174293
3281,2013-09-25,325844,255771,43388,67353,220617,36999,27734,175489
3282,2013-09-26,333702,260924,44527,68035,227405,37128,28896,174681
3283,2013-09-27,326889,265137,43886,68713,219200,37165,28369,170945
3284,2013-09-28,296057,248252,39367,63665,203245,34129,27421,154330
3285,2013-09-29,283176,225105,35739,59733,203724,34231,14447,148207
3286,2013-09-30,327689,254069,43765,68152,221223,38555,28129,175079
3287,2013-10-01,331370,273094,45181,71139,233570,39278,29448,179285
3288,2013-10-02,344320,279964,47404,73065,248232,41458,30284,184336
3289,2013-10-03,348325,284027,48439,77291,252107,41977,30941,188618
3290,2013-10-04,352622,285486,48772,78179,263184,42637,28945,190679
3291,2013-10-05,322263,267393,42712,71749,260234,39365,27424,170785
3292,2013-10-06,309901,221877,38447,64882,260432,39924,25054,166746
3293,2013-10-07,318009,245696,41995,63435,256402,38165,23559,171481
3294,2013-10-08,317874,256533,43082,63733,216276,36510,23947,173200
3295,2013-10-09,318019,256009,43781,63839,217665,36876,24489,170740
3296,2013-10-10,320116,257076,43581,64292,223016,36896,26085,172560
3297,2013-10-11,315417,257372,43140,65356,218182,36333,27032,171520
3298,2013-10-12,286859,231811,38820,62028,206017,34054,26236,154730
3299,2013-10-13,278229,208037,35966,59991,205047,33838,26177,149695
3300,2013-10-14,317710,241603,42669,65386,217630,37259,27344,171472
3301,2013-10-15,324478,254157,44169,67786,219144,37520,27507,174613
3302,2013-10-16,323874,250395,44087,67317,222728,38045,27084,175194
3303,2013-10-17,323751,251233,43734,64947,229895,37206,27426,173768
3304,2013-10-18,317472,253678,43367,63825,216970,36451,28050,171927
3305,2013-10-19,299176,228255,39088,59891,201738,33818,28838,158529
3306,2013-10-20,292455,216746,37594,59285,199700,33481,30357,152697
3307,2013-10-21,334330,248877,44225,65555,221203,37219,30971,175308
3308,2013-10-22,338494,264365,44786,65856,216316,36795,30317,179601
3309,2013-10-23,353309,264668,47083,70110,218058,37616,33107,185541
3310,2013-10-24,368800,264859,48291,72436,234114,38800,36350,187434
3311,2013-10-25,365153,262585,47641,70546,242137,39130,36628,183331
3312,2013-10-26,342503,234424,43782,66696,234335,35952,36997,168648
3313,2013-10-27,306404,221671,39566,61420,213066,34872,30803,158109
3314,2013-10-28,344865,255222,47028,68826,229320,38842,29817,181678
3315,2013-10-29,340422,257911,47540,68135,222014,38419,28057,180461
3316,2013-10-30,333731,256499,46405,67295,221026,38744,27655,178648
3317,2013-10-31,326306,258380,45182,66819,218961,38906,26975,176506
3318,2013-11-01,314687,255905,43342,64299,220251,36322,25999,171323
3319,2013-11-02,299547,234588,39935,60286,200678,34081,27758,158301
3320,2013-11-03,312845,215819,37164,58446,201467,32932,30093,147027
3321,2013-11-04,361652,256014,46555,67712,246850,39196,33198,183393
3322,2013-11-05,349727,257819,45681,66402,244138,38901,30210,178230
3323,2013-11-06,336999,262006,45829,67093,226027,38738,28432,176354
3324,2013-11-07,346156,268709,46389,67983,221614,38607,31273,179546
3325,2013-11-08,366031,266661,47299,69690,241872,39377,35193,184358
3326,2013-11-09,336032,234391,41681,62998,244158,36128,33892,167537
3327,2013-11-10,315602,223022,40060,60717,219751,35524,31721,160995
3328,2013-11-11,366949,265367,49255,70903,238710,38668,35615,190783
3329,2013-11-12,392000,281745,52310,74892,261119,41067,39397,199467
3330,2013-11-13,407355,285833,53140,77723,290072,42512,43390,200132
3331,2013-11-14,393566,276406,50958,74001,280368,41643,40799,194756
3332,2013-11-15,369067,266336,48659,70254,255371,39309,36551,184466
3333,2013-11-16,314995,243623,42156,62326,219751,34765,30289,163924
3334,2013-11-17,296606,222557,37888,59090,208521,34016,27526,153523
3335,2013-11-18,336301,262606,46333,66691,216313,37558,30847,184437
3336,2013-11-19,372293,272567,50247,73267,240699,39574,37452,194013
3337,2013-11-20,376675,273051,50728,74077,262241,40622,36692,196614
3338,2013-11-21,364518,265814,48569,70347,254879,39987,33528,193646
3339,2013-11-22,342541,269601,47041,69252,232397,38629,30498,188214
3340,2013-11-23,347747,267102,47345,71215,222256,37489,37184,185855
3341,2013-11-24,391545,265461,49656,77358,296832,40059,46655,192542
3342,2013-11-25,422671,295480,56095,82667,325001,43936,45486,213308
3343,2013-11-26,403070,290963,53644,79971,290685,42452,43115,203959
3344,2013-11-27,413185,294244,54461,81864,275310,42680,47063,203825
3345,2013-11-28,371285,247836,45566,72732,286703,39458,45915,174446
3346,2013-11-29,362394,255127,44719,72314,290846,40084,41935,174970
3347,2013-11-30,359790,244037,43459,68874,286531,38939,39923,175777
3348,2013-12-01,352035,237998,41926,65874,273246,37622,37403,172602
